ticket_id,created_at,topic,channel,region,satisfaction_score,response_text
TK-00897,2024-07-21,Shipping,Chat,MEA,2,great communication
TK-00898,2024-06-15,Technical,Chat,EU,2,best experience
TK-00899,2024-05-27,Shipping,Email,MEA,4,very helpful agent
TK-00900,2024-04-06,Account,Chat,APAC,5,quick resolution
TK-00901,2024-08-13,Technical,Chat,MEA,2,nothing special
TK-00902,2024-07-07,Shipping,Phone,MEA,2,okay experience
TK-00903,2024-07-04,Technical,Social,APAC,3,it was fine
TK-00904,2024-01-01,Account,Chat,NA,5,worst support
TK-00905,2024-04-22,Shipping,Chat,APAC,3,loved the support
TK-00906,2024-05-31,Shipping,Chat,MEA,1,standard support
TK-00907,2024-04-26,Account,Chat,MEA,2,quick resolution
TK-00908,2024-01-29,Product,Chat,APAC,3,standard support
TK-00909,2024-02-07,Technical,Email,EU,3,resolved fast
TK-00910,2024-06-22,Shipping,Chat,EU,3,unacceptable wait time
TK-00911,2024-05-04,Account,Phone,NA,2,standard support
TK-00912,2024-02-24,Product,Phone,EU,2,very helpful agent
TK-00913,2024-02-24,Shipping,Phone,MEA,3,terrible experience
TK-00914,2024-03-31,Shipping,Phone,MEA,1,very slow refund
TK-00915,2024-01-14,Product,Social,EU,4,rude agent
TK-00916,2024-05-16,Account,Social,APAC,3,app keeps crashing
TK-00917,2024-05-16,Account,Phone,MEA,3,nothing special
TK-00918,2024-06-05,Account,Email,NA,2,nothing special
TK-00919,2024-07-26,Account,Social,APAC,5,it was fine
TK-00920,2024-07-27,Shipping,Social,NA,3,best experience
TK-00921,2024-07-09,Product,Chat,EU,5,billing gone wrong
TK-00922,2024-02-12,Shipping,Social,NA,3,okay experience
TK-00923,2024-04-03,Billing,Phone,MEA,3,quick resolution
TK-00924,2024-01-08,Billing,Chat,EU,3,loved the support
TK-00925,2024-02-17,Technical,Social,APAC,2,app keeps crashing
TK-00926,2024-02-28,Account,Email,NA,1,rude agent
TK-00927,2024-02-02,Shipping,Phone,NA,3,great communication
TK-00928,2024-05-29,Account,Chat,EU,4,very helpful agent
TK-00929,2024-06-27,Product,Social,NA,4,it was fine
TK-00930,2024-06-13,Account,Phone,EU,1,standard support
TK-00931,2024-06-07,Billing,Chat,MEA,3,very slow refund
TK-00932,2024-05-25,Shipping,Phone,MEA,4,great communication
TK-00933,2024-03-23,Shipping,Chat,APAC,4,nothing special
TK-00934,2024-08-01,Product,Social,MEA,1,okay experience
TK-00935,2024-01-21,Shipping,Social,EU,2,very slow refund
TK-00936,2024-01-14,Technical,Phone,MEA,2,it was fine
TK-00937,2024-05-29,Billing,Email,EU,5,rude agent
TK-00938,2024-03-23,Account,Chat,APAC,3,excellent service
TK-00939,2024-03-29,Technical,Social,MEA,5,resolved fast
TK-00940,2024-07-10,Billing,Social,NA,2,okay experience
TK-00941,2024-04-14,Technical,Phone,MEA,4,resolved fast
TK-00942,2024-07-31,Technical,Email,EU,3,worst support
TK-00943,2024-08-25,Product,Chat,APAC,1,it was fine
TK-00944,2024-02-03,Account,Chat,NA,3,loved the support
TK-00945,2024-08-03,Product,Social,APAC,5,excellent service
TK-00946,2024-06-05,Shipping,Chat,MEA,2,best experience
TK-00947,2024-03-28,Technical,Phone,MEA,3,best experience
TK-00948,2024-06-08,Billing,Phone,MEA,5,resolved fast
TK-00949,2024-03-09,Technical,Chat,EU,3,great communication
TK-00950,2024-01-31,Billing,Chat,EU,2,nothing special
TK-00951,2024-03-22,Billing,Phone,APAC,2,nothing special
TK-00952,2024-05-13,Billing,Social,NA,3,nothing special
TK-00953,2024-07-16,Account,Phone,NA,4,okay experience
TK-00954,2024-03-24,Shipping,Phone,MEA,1,quick resolution
TK-00955,2024-08-12,Product,Email,NA,2,best experience
TK-00956,2024-07-07,Technical,Phone,MEA,4,okay experience
TK-00957,2024-07-14,Shipping,Phone,MEA,3,billing gone wrong
TK-00958,2024-03-03,Account,Phone,EU,1,terrible experience
TK-00959,2024-06-12,Technical,Phone,NA,3,okay experience
TK-00960,2024-07-29,Product,Chat,MEA,1,standard support
TK-00961,2024-04-09,Shipping,Email,NA,2,great communication
TK-00962,2024-01-03,Technical,Social,EU,2,okay experience
TK-00963,2024-02-06,Billing,Phone,NA,3,quick resolution
TK-00964,2024-05-27,Shipping,Phone,APAC,4,nothing special
TK-00965,2024-05-05,Product,Phone,MEA,4,quick resolution
TK-00966,2024-04-01,Shipping,Email,APAC,4,very helpful agent
TK-00967,2024-01-21,Billing,Chat,EU,3,unacceptable wait time
TK-00968,2024-06-10,Billing,Chat,MEA,3,loved the support
TK-00969,2024-01-09,Product,Phone,MEA,5,resolved fast
TK-00970,2024-03-01,Account,Chat,APAC,1,best experience
TK-00971,2024-02-17,Shipping,Social,NA,1,nothing special
TK-00972,2024-06-23,Shipping,Phone,EU,5,rude agent
TK-00973,2024-07-14,Product,Email,MEA,4,very helpful agent
TK-00974,2024-08-09,Billing,Phone,APAC,4,loved the support
TK-00975,2024-01-02,Shipping,Social,MEA,1,excellent service
TK-00976,2024-05-24,Product,Email,EU,4,excellent service
TK-00977,2024-08-20,Shipping,Chat,APAC,1,resolved fast
TK-00978,2024-06-06,Account,Social,NA,4,very slow refund
TK-00979,2024-03-28,Shipping,Social,MEA,4,quick resolution
TK-00980,2024-03-21,Product,Chat,APAC,5,unacceptable wait time
TK-00981,2024-02-22,Account,Chat,MEA,2,it was fine
TK-00982,2024-08-12,Shipping,Email,NA,1,loved the support
TK-00983,2024-07-06,Product,Social,NA,1,worst support
TK-00984,2024-03-20,Billing,Phone,APAC,3,best experience
TK-00985,2024-05-18,Product,Chat,EU,4,standard support
TK-00986,2024-08-20,Product,Social,MEA,4,loved the support
TK-00987,2024-05-10,Billing,Chat,APAC,2,rude agent
TK-00988,2024-02-07,Product,Chat,APAC,3,app keeps crashing
TK-00989,2024-08-01,Product,Social,NA,3,excellent service
TK-00990,2024-03-16,Billing,Chat,APAC,4,it was fine
TK-00991,2024-02-24,Account,Phone,MEA,4,very helpful agent
TK-00992,2024-07-21,Account,Email,NA,3,okay experience
TK-00993,2024-02-26,Billing,Email,EU,4,billing gone wrong
TK-00994,2024-01-26,Billing,Email,MEA,4,nothing special
TK-00995,2024-02-13,Billing,Social,EU,4,great communication
TK-00996,2024-01-20,Product,Email,EU,4,standard support
TK-00997,2024-06-28,Account,Social,APAC,3,unacceptable wait time
TK-00998,2024-01-15,Account,Chat,APAC,1,great communication
TK-00999,2024-01-18,Product,Chat,NA,3,very helpful agent
TK-01000,2024-05-03,Product,Social,MEA,4,unacceptable wait time
TK-01001,2024-06-26,Billing,Chat,NA,3,quick resolution
TK-01002,2024-03-29,Billing,Chat,MEA,4,very helpful agent
TK-01003,2024-04-10,Product,Social,EU,2,okay experience
TK-01004,2024-01-03,Shipping,Social,NA,2,it was fine
TK-01005,2024-03-09,Shipping,Phone,APAC,5,quick resolution
TK-01006,2024-03-19,Billing,Social,EU,4,very helpful agent
TK-01007,2024-07-21,Product,Phone,MEA,3,worst support
TK-01008,2024-03-26,Billing,Social,NA,2,it was fine
TK-01009,2024-02-28,Product,Email,APAC,1,nothing special
TK-01010,2024-08-03,Shipping,Email,APAC,3,standard support
TK-01011,2024-01-24,Account,Phone,NA,2,very helpful agent
TK-01012,2024-03-27,Product,Chat,APAC,1,very helpful agent
TK-01013,2024-03-17,Technical,Chat,APAC,3,nothing special
TK-01014,2024-07-18,Product,Social,APAC,5,okay experience
TK-01015,2024-07-11,Technical,Chat,MEA,2,quick resolution
TK-01016,2024-02-02,Account,Social,APAC,2,never received my order
TK-01017,2024-02-15,Product,Social,MEA,4,rude agent
TK-01018,2024-02-10,Account,Phone,MEA,3,quick resolution
TK-01019,2024-08-19,Product,Social,EU,3,it was fine
TK-01020,2024-03-28,Technical,Chat,EU,3,nothing special
TK-01021,2024-05-12,Product,Email,APAC,4,unacceptable wait time
TK-01022,2024-02-22,Technical,Social,EU,2,very slow refund
TK-01023,2024-07-12,Shipping,Email,MEA,3,excellent service
TK-01024,2024-03-20,Technical,Chat,EU,5,worst support
TK-01025,2024-03-19,Technical,Chat,EU,3,very helpful agent
TK-01026,2024-02-05,Product,Phone,APAC,3,it was fine
TK-01027,2024-07-04,Account,Phone,EU,1,great communication
TK-01028,2024-03-27,Billing,Chat,APAC,3,very helpful agent
TK-01029,2024-02-26,Shipping,Social,EU,4,resolved fast
TK-01030,2024-03-25,Product,Phone,NA,4,standard support
TK-01031,2024-02-15,Technical,Social,EU,4,it was fine
TK-01032,2024-05-07,Account,Email,APAC,5,billing gone wrong
TK-01033,2024-02-25,Technical,Phone,NA,3,okay experience
TK-01034,2024-06-01,Product,Phone,EU,4,nothing special
TK-01035,2024-08-07,Shipping,Social,APAC,2,it was fine
TK-01036,2024-06-12,Technical,Chat,APAC,5,it was fine
TK-01037,2024-06-23,Account,Social,NA,4,standard support
TK-01038,2024-07-27,Technical,Social,APAC,2,loved the support
TK-01039,2024-08-01,Product,Chat,APAC,4,great communication
TK-01040,2024-02-15,Billing,Email,MEA,1,nothing special
TK-01041,2024-05-29,Billing,Chat,NA,1,very helpful agent
TK-01042,2024-04-16,Product,Social,APAC,5,best experience
TK-01043,2024-08-27,Billing,Social,MEA,4,great communication
TK-01044,2024-03-14,Technical,Chat,APAC,3,okay experience
TK-01045,2024-08-16,Shipping,Phone,APAC,5,never received my order
TK-01046,2024-02-07,Account,Social,MEA,4,unacceptable wait time
TK-01047,2024-03-01,Account,Social,MEA,1,worst support
TK-01048,2024-08-11,Product,Email,APAC,5,okay experience
TK-01049,2024-07-16,Shipping,Chat,APAC,3,loved the support
TK-01050,2024-01-03,Account,Social,NA,3,never received my order
TK-01051,2024-07-16,Technical,Chat,APAC,5,it was fine
TK-01052,2024-01-22,Billing,Social,EU,4,unacceptable wait time
TK-01053,2024-07-28,Billing,Phone,NA,1,loved the support
TK-01054,2024-07-26,Billing,Chat,EU,4,resolved fast
TK-01055,2024-01-04,Shipping,Chat,EU,3,it was fine
TK-01056,2024-01-05,Technical,Phone,MEA,5,best experience
TK-01057,2024-08-27,Shipping,Phone,MEA,2,great communication
TK-01058,2024-07-27,Technical,Phone,APAC,1,very slow refund
TK-01059,2024-05-19,Shipping,Social,MEA,2,nothing special
TK-01060,2024-01-27,Account,Social,MEA,2,terrible experience
TK-01061,2024-08-04,Billing,Email,MEA,1,okay experience
TK-01062,2024-07-18,Shipping,Phone,APAC,3,standard support
TK-01063,2024-05-22,Product,Social,NA,1,loved the support
TK-01064,2024-06-18,Account,Social,NA,2,great communication
TK-01065,2024-04-22,Account,Social,APAC,3,quick resolution
TK-01066,2024-04-09,Account,Email,APAC,1,very helpful agent
TK-01067,2024-04-13,Shipping,Email,NA,3,okay experience
TK-01068,2024-06-25,Billing,Social,EU,2,best experience
TK-01069,2024-03-01,Technical,Phone,MEA,2,never received my order
TK-01070,2024-05-10,Shipping,Phone,MEA,5,resolved fast
TK-01071,2024-01-23,Billing,Phone,APAC,2,resolved fast
TK-01072,2024-03-22,Shipping,Social,MEA,3,okay experience
TK-01073,2024-01-16,Account,Social,APAC,2,excellent service
TK-01074,2024-06-20,Technical,Chat,EU,1,worst support
TK-01075,2024-03-07,Technical,Social,APAC,3,it was fine
TK-01076,2024-08-15,Billing,Social,EU,4,nothing special
TK-01077,2024-07-19,Product,Phone,APAC,4,standard support
TK-01078,2024-02-12,Shipping,Chat,APAC,3,loved the support
TK-01079,2024-05-30,Shipping,Phone,APAC,4,loved the support
TK-01080,2024-03-03,Billing,Phone,MEA,1,worst support
TK-01081,2024-03-25,Technical,Email,MEA,4,billing gone wrong
TK-01082,2024-06-20,Account,Email,APAC,1,unacceptable wait time
TK-01083,2024-06-10,Technical,Social,MEA,1,standard support
TK-01084,2024-03-24,Billing,Phone,NA,1,nothing special
TK-01085,2024-06-17,Billing,Phone,MEA,4,great communication
TK-01086,2024-03-17,Shipping,Phone,MEA,4,nothing special
TK-01087,2024-04-20,Shipping,Email,MEA,2,rude agent
TK-01088,2024-08-12,Shipping,Social,MEA,3,very helpful agent
TK-01089,2024-08-06,Shipping,Chat,MEA,2,nothing special
TK-01090,2024-05-31,Product,Social,NA,3,very helpful agent
TK-01091,2024-06-06,Shipping,Chat,NA,3,rude agent
TK-01092,2024-04-17,Technical,Chat,EU,5,excellent service
TK-01093,2024-02-15,Shipping,Chat,MEA,5,it was fine
TK-01094,2024-06-04,Technical,Email,MEA,4,it was fine
TK-01095,2024-03-06,Product,Email,EU,4,okay experience
TK-01096,2024-05-06,Account,Phone,APAC,3,app keeps crashing
TK-01097,2024-07-13,Account,Social,NA,2,great communication
TK-01098,2024-04-03,Billing,Phone,EU,1,nothing special
TK-01099,2024-02-28,Product,Social,EU,3,worst support
TK-01100,2024-04-19,Account,Social,EU,2,standard support
TK-01101,2024-03-09,Product,Chat,NA,2,billing gone wrong
TK-01102,2024-02-28,Billing,Social,MEA,5,quick resolution
TK-01103,2024-03-22,Shipping,Social,MEA,4,best experience
TK-01104,2024-05-30,Shipping,Social,MEA,2,excellent service
TK-01105,2024-02-16,Shipping,Chat,APAC,5,standard support
TK-01106,2024-08-04,Shipping,Email,EU,4,it was fine
TK-01107,2024-02-07,Shipping,Email,MEA,4,best experience
TK-01108,2024-04-24,Product,Phone,EU,4,nothing special
TK-01109,2024-06-18,Product,Social,NA,5,very helpful agent
TK-01110,2024-08-07,Technical,Phone,MEA,1,never received my order
TK-01111,2024-03-03,Shipping,Social,EU,2,loved the support
TK-01112,2024-03-24,Technical,Phone,MEA,4,never received my order
TK-01113,2024-03-05,Billing,Email,APAC,4,nothing special
TK-01114,2024-01-23,Account,Social,APAC,3,unacceptable wait time
TK-01115,2024-02-27,Account,Email,NA,5,resolved fast
TK-01116,2024-01-10,Shipping,Social,APAC,2,great communication
TK-01117,2024-03-27,Product,Phone,NA,3,very helpful agent
TK-01118,2024-02-04,Shipping,Phone,APAC,4,app keeps crashing
TK-01119,2024-07-02,Shipping,Phone,NA,4,rude agent
TK-01120,2024-06-23,Technical,Email,EU,2,worst support
TK-01121,2024-04-13,Shipping,Phone,MEA,3,excellent service
TK-01122,2024-01-23,Shipping,Chat,NA,2,app keeps crashing
TK-01123,2024-05-03,Technical,Social,EU,5,it was fine
TK-01124,2024-01-02,Billing,Chat,NA,3,it was fine
TK-01125,2024-04-06,Shipping,Email,APAC,3,app keeps crashing
TK-01126,2024-03-01,Account,Social,NA,2,excellent service
TK-01127,2024-04-22,Technical,Phone,EU,1,okay experience
TK-01128,2024-03-13,Product,Email,NA,3,it was fine
TK-01129,2024-07-16,Billing,Social,APAC,3,okay experience
TK-01130,2024-02-01,Shipping,Social,MEA,2,loved the support
TK-01131,2024-06-16,Product,Chat,EU,1,it was fine
TK-01132,2024-03-20,Technical,Social,APAC,5,loved the support
TK-01133,2024-08-22,Product,Social,APAC,1,excellent service
TK-01134,2024-07-01,Account,Phone,NA,4,terrible experience
TK-01135,2024-01-17,Account,Phone,NA,4,very slow refund
TK-01136,2024-08-08,Product,Email,NA,2,nothing special
TK-01137,2024-03-13,Account,Chat,APAC,1,unacceptable wait time
TK-01138,2024-08-09,Technical,Phone,APAC,4,loved the support
TK-01139,2024-01-23,Billing,Phone,APAC,2,very slow refund
TK-01140,2024-07-24,Technical,Social,EU,5,standard support
TK-01141,2024-08-19,Billing,Phone,MEA,3,excellent service
TK-01142,2024-05-09,Shipping,Email,NA,3,best experience
TK-01143,2024-05-05,Account,Email,MEA,3,it was fine
TK-01144,2024-06-05,Product,Chat,NA,3,very helpful agent
TK-01145,2024-04-25,Billing,Phone,NA,3,very helpful agent
TK-01146,2024-02-27,Technical,Email,MEA,1,quick resolution
TK-01147,2024-01-22,Billing,Social,MEA,4,loved the support
TK-01148,2024-02-02,Shipping,Social,APAC,3,resolved fast
TK-01149,2024-01-18,Product,Chat,MEA,3,okay experience
TK-01150,2024-07-28,Product,Chat,EU,1,excellent service
TK-01151,2024-04-30,Billing,Chat,APAC,2,standard support
TK-01152,2024-01-17,Technical,Chat,MEA,2,nothing special
TK-01153,2024-08-26,Account,Phone,MEA,3,nothing special
TK-01154,2024-04-11,Billing,Chat,NA,1,nothing special
TK-01155,2024-04-07,Account,Email,MEA,2,standard support
TK-01156,2024-03-14,Shipping,Social,MEA,4,rude agent
TK-01157,2024-03-12,Shipping,Social,MEA,2,app keeps crashing
TK-01158,2024-05-04,Billing,Social,APAC,2,rude agent
TK-01159,2024-02-21,Shipping,Email,MEA,3,standard support
TK-01160,2024-07-05,Shipping,Phone,EU,2,standard support
TK-01161,2024-06-17,Technical,Phone,MEA,3,standard support
TK-01162,2024-08-08,Shipping,Social,EU,3,excellent service
TK-01163,2024-08-05,Product,Email,MEA,4,nothing special
TK-01164,2024-07-12,Technical,Chat,EU,2,app keeps crashing
TK-01165,2024-08-15,Shipping,Phone,EU,5,rude agent
TK-01166,2024-04-06,Product,Social,EU,3,standard support
TK-01167,2024-02-26,Account,Social,MEA,4,loved the support
TK-01168,2024-06-12,Product,Email,APAC,5,it was fine
TK-01169,2024-08-19,Shipping,Chat,APAC,4,standard support
TK-01170,2024-06-20,Account,Chat,NA,5,standard support
TK-01171,2024-04-24,Account,Chat,MEA,2,worst support
TK-01172,2024-03-14,Shipping,Social,EU,5,standard support
TK-01173,2024-05-18,Technical,Chat,NA,4,standard support
TK-01174,2024-06-25,Shipping,Phone,NA,2,standard support
TK-01175,2024-06-23,Shipping,Social,NA,2,quick resolution
TK-01176,2024-03-02,Account,Chat,EU,5,standard support
TK-01177,2024-06-24,Technical,Email,NA,2,okay experience
TK-01178,2024-05-22,Account,Email,NA,5,best experience
TK-01179,2024-03-02,Technical,Chat,NA,5,very helpful agent
TK-01180,2024-03-18,Shipping,Social,APAC,1,billing gone wrong
TK-01181,2024-06-01,Account,Chat,NA,3,great communication
TK-01182,2024-01-19,Billing,Phone,APAC,3,very slow refund
TK-01183,2024-04-04,Shipping,Email,NA,1,great communication
TK-01184,2024-06-05,Product,Email,NA,5,okay experience
TK-01185,2024-07-08,Shipping,Email,EU,2,it was fine
TK-01186,2024-07-12,Technical,Email,APAC,4,nothing special
TK-01187,2024-06-12,Billing,Chat,NA,3,billing gone wrong
TK-01188,2024-04-20,Technical,Chat,NA,4,resolved fast
TK-01189,2024-02-23,Billing,Phone,NA,2,nothing special
TK-01190,2024-02-26,Account,Email,MEA,4,billing gone wrong
TK-01191,2024-07-23,Shipping,Chat,APAC,2,okay experience
TK-01192,2024-03-02,Billing,Chat,MEA,4,nothing special
TK-01193,2024-05-27,Shipping,Email,EU,3,billing gone wrong
TK-01194,2024-07-12,Product,Phone,EU,2,rude agent
TK-01195,2024-07-01,Account,Phone,EU,4,resolved fast
TK-01196,2024-07-07,Billing,Social,MEA,4,nothing special
TK-01197,2024-02-27,Account,Email,APAC,3,standard support
TK-01198,2024-02-14,Account,Social,MEA,2,best experience
TK-01199,2024-05-08,Billing,Phone,APAC,3,nothing special
TK-01200,2024-03-03,Billing,Phone,MEA,2,resolved fast
TK-01201,2024-05-18,Technical,Email,EU,1,great communication
TK-01202,2024-03-28,Shipping,Social,EU,2,nothing special
TK-01203,2024-07-17,Shipping,Phone,NA,3,great communication
TK-01204,2024-07-26,Account,Chat,MEA,2,app keeps crashing
TK-01205,2024-04-19,Technical,Social,MEA,2,nothing special
TK-01206,2024-02-23,Account,Phone,EU,3,it was fine
TK-01207,2024-04-06,Billing,Social,APAC,3,very helpful agent
TK-01208,2024-06-02,Product,Phone,APAC,2,nothing special
TK-01209,2024-03-05,Account,Social,APAC,3,standard support
TK-01210,2024-06-10,Shipping,Chat,EU,3,okay experience
TK-01211,2024-03-03,Technical,Phone,APAC,1,okay experience
TK-01212,2024-03-21,Billing,Email,APAC,4,okay experience
TK-01213,2024-05-18,Account,Social,APAC,3,best experience
TK-01214,2024-07-03,Technical,Phone,EU,4,loved the support
TK-01215,2024-04-25,Account,Chat,APAC,5,it was fine
TK-01216,2024-05-11,Account,Social,NA,5,loved the support
TK-01217,2024-03-11,Billing,Social,EU,3,okay experience
TK-01218,2024-04-07,Account,Social,EU,1,okay experience
TK-01219,2024-04-16,Shipping,Phone,APAC,2,okay experience
TK-01220,2024-01-10,Technical,Chat,APAC,4,great communication
TK-01221,2024-07-15,Account,Phone,EU,5,rude agent
TK-01222,2024-01-24,Product,Email,APAC,3,great communication
TK-01223,2024-06-02,Shipping,Phone,EU,3,terrible experience
TK-01224,2024-04-04,Product,Email,NA,3,standard support
TK-01225,2024-08-24,Product,Chat,MEA,4,best experience
TK-01226,2024-05-22,Billing,Social,APAC,5,it was fine
TK-01227,2024-06-01,Product,Chat,EU,3,never received my order
TK-01228,2024-02-10,Account,Email,EU,3,standard support
TK-01229,2024-03-15,Technical,Email,EU,5,it was fine
TK-01230,2024-02-03,Product,Chat,MEA,2,okay experience
TK-01231,2024-05-12,Shipping,Social,MEA,3,quick resolution
TK-01232,2024-05-24,Product,Phone,MEA,4,loved the support
TK-01233,2024-03-30,Shipping,Social,APAC,3,resolved fast
TK-01234,2024-07-21,Account,Social,EU,2,okay experience
TK-01235,2024-06-10,Shipping,Email,APAC,2,excellent service
TK-01236,2024-07-06,Shipping,Phone,NA,4,standard support
TK-01237,2024-08-01,Billing,Email,APAC,2,billing gone wrong
TK-01238,2024-01-08,Billing,Social,MEA,2,very slow refund
TK-01239,2024-06-07,Shipping,Phone,MEA,2,excellent service
TK-01240,2024-01-17,Product,Social,NA,2,standard support
TK-01241,2024-01-22,Technical,Chat,APAC,2,it was fine
TK-01242,2024-04-16,Technical,Chat,NA,4,unacceptable wait time
TK-01243,2024-01-13,Product,Email,APAC,4,never received my order
TK-01244,2024-03-17,Shipping,Phone,NA,3,nothing special
TK-01245,2024-06-29,Product,Chat,NA,4,loved the support
TK-01246,2024-05-06,Account,Email,MEA,1,quick resolution
TK-01247,2024-05-20,Product,Email,MEA,4,it was fine
TK-01248,2024-08-18,Billing,Social,MEA,5,standard support
TK-01249,2024-04-05,Account,Phone,NA,4,quick resolution
TK-01250,2024-08-09,Account,Chat,EU,1,loved the support
TK-01251,2024-02-29,Product,Email,NA,5,unacceptable wait time
TK-01252,2024-05-20,Technical,Social,APAC,2,never received my order
TK-01253,2024-03-23,Billing,Phone,APAC,2,billing gone wrong
TK-01254,2024-05-22,Billing,Chat,APAC,4,okay experience
TK-01255,2024-02-13,Shipping,Social,MEA,4,standard support
TK-01256,2024-02-28,Billing,Phone,NA,4,it was fine
TK-01257,2024-03-04,Technical,Email,MEA,2,quick resolution
TK-01258,2024-06-28,Shipping,Social,APAC,3,okay experience
TK-01259,2024-01-24,Billing,Social,NA,2,nothing special
TK-01260,2024-08-23,Account,Social,APAC,3,okay experience
TK-01261,2024-08-25,Shipping,Phone,APAC,4,it was fine
TK-01262,2024-03-09,Shipping,Social,NA,4,loved the support
TK-01263,2024-01-01,Product,Email,EU,1,very helpful agent
TK-01264,2024-08-19,Billing,Chat,NA,1,it was fine
TK-01265,2024-06-27,Technical,Email,MEA,4,okay experience
TK-01266,2024-02-26,Product,Chat,MEA,2,best experience
TK-01267,2024-07-22,Account,Phone,EU,3,quick resolution
TK-01268,2024-05-25,Account,Social,NA,3,very slow refund
TK-01269,2024-03-19,Billing,Phone,EU,3,okay experience
TK-01270,2024-02-20,Billing,Chat,MEA,5,quick resolution
TK-01271,2024-06-30,Technical,Phone,MEA,4,quick resolution
TK-01272,2024-02-09,Account,Phone,MEA,3,great communication
TK-01273,2024-03-08,Technical,Chat,APAC,4,okay experience
TK-01274,2024-01-24,Product,Phone,NA,5,it was fine
TK-01275,2024-07-14,Shipping,Social,NA,2,app keeps crashing
TK-01276,2024-02-05,Technical,Phone,MEA,4,okay experience
TK-01277,2024-03-29,Product,Phone,EU,3,okay experience
TK-01278,2024-07-11,Technical,Phone,APAC,3,best experience
TK-01279,2024-05-31,Billing,Chat,APAC,3,billing gone wrong
TK-01280,2024-04-13,Account,Social,NA,4,okay experience
TK-01281,2024-06-26,Billing,Social,MEA,4,quick resolution
TK-01282,2024-03-23,Billing,Chat,EU,1,rude agent
TK-01283,2024-05-13,Billing,Email,EU,3,okay experience
TK-01284,2024-04-27,Account,Email,NA,3,excellent service
TK-01285,2024-01-24,Shipping,Social,MEA,3,nothing special
TK-01286,2024-01-23,Billing,Email,EU,2,very helpful agent
TK-01287,2024-05-17,Product,Email,EU,2,okay experience
TK-01288,2024-07-21,Product,Social,APAC,3,okay experience
TK-01289,2024-03-06,Billing,Social,EU,4,resolved fast
TK-01290,2024-03-14,Shipping,Phone,MEA,1,nothing special
TK-01291,2024-02-06,Account,Email,MEA,2,resolved fast
TK-01292,2024-06-23,Account,Phone,MEA,2,loved the support
TK-01293,2024-07-12,Technical,Phone,EU,4,it was fine
TK-01294,2024-05-02,Account,Email,NA,3,it was fine
TK-01295,2024-07-16,Account,Phone,EU,1,it was fine
TK-01296,2024-08-03,Product,Email,MEA,4,okay experience
TK-01297,2024-02-27,Product,Email,NA,3,okay experience
TK-01298,2024-02-07,Technical,Chat,EU,1,rude agent
TK-01299,2024-08-22,Technical,Social,EU,1,nothing special
TK-01300,2024-06-18,Product,Social,NA,3,it was fine
TK-01301,2024-07-20,Billing,Email,EU,2,very helpful agent
TK-01302,2024-07-18,Account,Email,EU,4,resolved fast
TK-01303,2024-05-24,Account,Chat,MEA,2,very helpful agent
TK-01304,2024-06-16,Billing,Social,MEA,1,standard support
TK-01305,2024-07-11,Product,Chat,NA,4,best experience
TK-01306,2024-08-21,Technical,Email,EU,2,resolved fast
TK-01307,2024-04-04,Product,Email,APAC,3,standard support
TK-01308,2024-07-28,Technical,Phone,MEA,2,billing gone wrong
TK-01309,2024-04-16,Billing,Email,EU,2,very slow refund
TK-01310,2024-07-05,Account,Phone,MEA,3,quick resolution
TK-01311,2024-01-29,Billing,Phone,EU,3,resolved fast
TK-01312,2024-08-11,Billing,Email,NA,1,standard support
TK-01313,2024-05-31,Billing,Phone,APAC,4,standard support
TK-01314,2024-06-01,Billing,Phone,EU,1,rude agent
TK-01315,2024-08-17,Account,Email,NA,5,great communication
TK-01316,2024-07-30,Product,Social,EU,5,standard support
TK-01317,2024-07-11,Technical,Social,MEA,2,okay experience
TK-01318,2024-05-12,Account,Social,MEA,4,nothing special
TK-01319,2024-04-09,Technical,Chat,EU,2,loved the support
TK-01320,2024-07-26,Billing,Social,NA,3,nothing special
TK-01321,2024-01-10,Product,Email,APAC,5,rude agent
TK-01322,2024-02-20,Technical,Social,APAC,5,resolved fast
TK-01323,2024-07-09,Technical,Email,APAC,2,unacceptable wait time
TK-01324,2024-02-08,Technical,Phone,EU,2,loved the support
TK-01325,2024-01-09,Shipping,Email,APAC,3,best experience
TK-01326,2024-03-05,Shipping,Phone,APAC,4,resolved fast
TK-01327,2024-06-27,Account,Email,EU,3,great communication
TK-01328,2024-06-05,Product,Email,NA,2,okay experience
TK-01329,2024-08-23,Billing,Chat,NA,3,standard support
TK-01330,2024-04-21,Billing,Phone,MEA,1,billing gone wrong
TK-01331,2024-06-08,Technical,Email,EU,4,nothing special
TK-01332,2024-01-16,Billing,Email,NA,5,unacceptable wait time
TK-01333,2024-07-29,Product,Email,NA,5,standard support
TK-01334,2024-02-25,Product,Chat,APAC,2,very slow refund
TK-01335,2024-04-16,Shipping,Phone,NA,3,never received my order
TK-01336,2024-06-13,Billing,Email,MEA,4,quick resolution
TK-01337,2024-07-24,Shipping,Chat,EU,1,rude agent
TK-01338,2024-03-23,Shipping,Email,MEA,3,terrible experience
TK-01339,2024-07-19,Billing,Phone,NA,1,terrible experience
TK-01340,2024-05-16,Shipping,Social,NA,3,worst support
TK-01341,2024-01-17,Product,Chat,NA,1,rude agent
TK-01342,2024-07-07,Product,Chat,MEA,2,okay experience
TK-01343,2024-06-01,Product,Email,EU,2,never received my order
