order_id,order_date,region,product,segment,channel,quantity,unit_price,revenue,discount_pct
ORD-004548,2023-01-15,South,Widget B,SMB,Online,6,385.99,2315.92,0
ORD-004549,2023-05-11,East,Gadget X,Consumer,Retail,4,324.03,1296.11,0
ORD-004550,2024-08-28,West,Service Plan,Enterprise,Retail,2,453.39,906.79,5
ORD-004551,2025-03-26,South,Gadget X,Enterprise,Online,3,189.79,569.38,5
ORD-004552,2023-07-16,South,Widget B,SMB,Retail,2,106.46,212.92,0
ORD-004553,2024-02-13,,Widget B,SMB,Retail,3,431.29,1293.87,0
ORD-004554,2024-08-14,East,Widget A,Enterprise,Partners,2,20.95,41.89,0
ORD-004555,2023-09-29,West,Widget A,SMB,Online,2,123.59,247.18,0
ORD-004556,2024-07-24,East,Gadget X,Consumer,Online,5,193.48,967.42,0
ORD-004557,2025-04-02,South,Widget C,Enterprise,Online,1,417.44,417.44,5
ORD-004558,2025-03-22,East,Gadget X,SMB,Retail,5,324.54,1622.72,0
ORD-004559,2024-05-31,North,Gadget X,Consumer,Online,3,422.58,1267.73,10
ORD-004560,2025-04-07,South,Gadget Y,Enterprise,Partners,2,426.25,852.51,10
ORD-004561,2023-11-03,South,Widget B,Enterprise,Online,1,485.18,485.18,0
ORD-004562,2025-03-13,,Widget B,SMB,Online,3,254.15,762.45,10
ORD-004563,2024-02-13,North,Widget B,Enterprise,Retail,3,302.7,908.11,0
ORD-004564,2024-03-07,East,Widget C,Enterprise,Retail,2,311.32,622.63,5
ORD-004565,2024-12-28,West,Widget A,Enterprise,Online,3,489.86,1469.59,0
ORD-004566,2025-05-19,South,Service Plan,SMB,Online,1,304.26,304.26,5
ORD-004567,2023-04-16,West,Service Plan,Consumer,Partners,4,304.57,1218.27,15
ORD-004568,2024-03-24,North,Widget B,Enterprise,Online,1,102.11,102.11,5
ORD-004569,2024-04-06,West,Gadget X,SMB,Online,3,83.9,251.71,0
ORD-004570,2023-10-19,North,Gadget Y,Enterprise,Retail,3,414.55,1243.66,5
ORD-004571,2024-02-24,North,Gadget X,Enterprise,Online,1,198.85,198.85,0
ORD-004572,2024-03-31,East,Service Plan,Consumer,Online,2,340.1,680.2,0
ORD-004573,2023-10-21,West,Widget C,Enterprise,Online,3,314.6,943.81,0
ORD-004574,2023-05-15,South,Widget A,SMB,Online,4,493.47,1973.89,5
ORD-004575,2023-08-29,South,Widget B,SMB,Online,5,193.85,969.23,0
ORD-004576,2024-08-10,South,Gadget Y,Consumer,Online,5,129.92,649.58,0
ORD-004577,2024-02-19,West,Gadget X,Consumer,Online,2,463.19,926.37,0
ORD-004578,2024-04-29,,Gadget X,Enterprise,Retail,3,435.36,1306.08,0
ORD-004579,2025-02-18,North,Gadget X,SMB,Partners,3,488.45,1465.34,5
ORD-004580,2024-01-11,South,Widget B,Enterprise,Partners,2,41.77,83.54,15
ORD-004581,2023-04-03,North,Widget A,Enterprise,Retail,4,268.66,1074.65,5
ORD-004582,2024-04-30,West,Widget C,Consumer,Online,1,53.99,53.99,5
ORD-004583,2023-10-26,East,Widget B,SMB,Partners,2,209.83,419.67,0
ORD-004584,2023-11-26,North,Gadget X,SMB,Partners,6,218.33,1310.01,0
ORD-004585,2025-03-25,West,Service Plan,Consumer,Retail,2,478.93,957.85,0
ORD-004586,2024-03-05,South,Service Plan,SMB,Retail,2,52.09,104.19,5
ORD-004587,2025-02-14,West,Widget A,SMB,Online,1,277.9,277.9,0
ORD-004588,2025-06-12,East,Gadget Y,Consumer,Online,6,35.66,213.98,0
ORD-004589,2024-01-15,West,Widget A,Enterprise,Partners,2,369.28,738.55,5
ORD-004590,2023-11-20,North,Widget A,Consumer,Online,1,472.47,472.47,0
ORD-004591,2023-11-05,South,Gadget X,Consumer,Online,6,414.72,2488.33,0
ORD-004592,2025-05-12,East,Widget B,SMB,Online,2,206.15,412.3,0
ORD-004593,2024-10-30,South,Service Plan,Enterprise,Partners,3,333.5,1000.51,5
ORD-004594,2024-12-05,West,Widget A,Enterprise,Online,1,241.09,241.09,0
ORD-004595,2025-05-12,East,Widget A,Consumer,Online,2,52.78,105.56,15
ORD-004596,2025-03-27,North,Widget B,Enterprise,Retail,4,177.1,708.39,5
ORD-004597,2023-01-27,South,Widget A,Consumer,Retail,8,66.79,534.3,0
ORD-004598,2023-08-26,East,Widget B,SMB,Online,3,14.09,42.28,0
ORD-004599,2024-09-03,North,Widget A,SMB,Partners,3,391.49,1174.47,0
ORD-004600,2025-05-16,South,Widget B,Enterprise,Partners,3,394.42,1183.25,10
ORD-004601,2024-12-29,South,Service Plan,Enterprise,Online,2,485.24,970.49,15
ORD-004602,2025-01-18,East,Gadget X,Enterprise,Partners,3,172.97,518.92,0
ORD-004603,2023-03-31,East,Widget C,SMB,Partners,1,57.92,57.92,0
ORD-004604,2023-08-16,South,Widget B,SMB,Online,7,157.69,1103.83,10
ORD-004605,2023-08-12,North,Gadget Y,Enterprise,Partners,1,124.45,124.45,5
ORD-004606,2025-05-21,West,Gadget X,Enterprise,Online,2,57.23,114.47,0
ORD-004607,2024-05-20,South,Widget A,Consumer,Online,2,74.93,149.86,0
ORD-004608,2025-04-06,North,Widget A,Consumer,Online,3,268.3,804.91,0
ORD-004609,2024-11-25,South,Widget B,Consumer,Online,3,263.48,790.44,0
ORD-004610,2024-12-15,East,Gadget Y,Consumer,Partners,3,150.01,450.04,10
ORD-004611,2024-02-10,West,Widget C,Consumer,Partners,3,402.31,1206.92,0
ORD-004612,2024-07-18,West,Widget B,SMB,Partners,5,408.67,2043.36,10
ORD-004613,2023-05-13,South,Widget A,Enterprise,Retail,3,186.91,560.74,5
ORD-004614,2025-05-13,North,Service Plan,Consumer,Partners,2,159.45,318.89,20
ORD-004615,2025-02-26,North,Widget A,Consumer,Online,1,295.03,295.03,0
ORD-004616,2024-03-02,South,Gadget Y,Consumer,Online,4,467.81,1871.23,0
ORD-004617,2023-04-12,West,Widget A,Enterprise,Online,3,420.42,1261.25,0
ORD-004618,2024-07-01,South,Widget A,SMB,Partners,5,157.59,787.96,0
ORD-004619,2025-03-31,North,Gadget X,SMB,Online,3,26.29,78.86,5
ORD-004620,2024-11-01,,Widget C,SMB,Retail,4,75.14,300.57,0
ORD-004621,2024-08-19,North,Widget A,Consumer,Partners,3,241.93,725.78,0
ORD-004622,2023-10-19,East,Gadget Y,Enterprise,Partners,3,359.39,1078.17,5
ORD-004623,2023-01-16,North,Gadget Y,SMB,Online,4,64.15,256.6,5
ORD-004624,2025-03-11,West,Gadget Y,Consumer,Partners,4,222.88,891.54,0
ORD-004625,2023-07-18,East,Gadget X,Enterprise,Online,3,81.12,243.37,10
ORD-004626,2025-05-15,North,Gadget Y,Consumer,Retail,6,357.28,2143.7,5
ORD-004627,2025-04-05,East,Widget A,Consumer,Online,1,64.18,64.18,5
ORD-004628,2023-04-04,North,Service Plan,Enterprise,Online,3,230.57,691.72,5
ORD-004629,2023-04-23,West,Gadget X,Consumer,Retail,4,302.71,1210.86,0
ORD-004630,2023-02-03,West,Widget C,Enterprise,Retail,4,383.22,1532.9,10
ORD-004631,2023-07-06,South,Widget A,SMB,Retail,2,90.35,180.7,0
ORD-004632,2024-03-27,North,Gadget X,SMB,Retail,3,158.91,476.73,5
ORD-004633,2023-08-23,South,Service Plan,Consumer,Retail,4,154.94,619.74,0
ORD-004634,2024-12-30,South,Service Plan,SMB,Retail,2,197.84,395.69,0
ORD-004635,2024-11-15,West,Widget A,SMB,Retail,1,171.2,171.2,0
ORD-004636,2025-05-15,South,Gadget X,Enterprise,Online,2,499.21,998.43,5
ORD-004637,2023-07-22,East,Widget B,Enterprise,Retail,4,258.15,1032.61,15
ORD-004638,2024-10-06,West,Gadget X,Enterprise,Partners,2,189.45,378.9,10
ORD-004639,2024-09-30,South,Service Plan,SMB,Online,1,342.17,342.17,0
ORD-004640,2024-09-03,North,Widget C,Consumer,Retail,5,324.27,1621.37,0
ORD-004641,2024-04-03,East,Gadget X,Enterprise,Retail,2,240.3,480.61,0
ORD-004642,2023-04-22,South,Gadget Y,SMB,Partners,2,324.75,649.51,5
ORD-004643,2023-01-08,East,Widget A,Enterprise,Online,3,498.22,1494.65,10
ORD-004644,2023-06-20,East,Service Plan,Enterprise,Online,6,120.46,722.76,0
ORD-004645,2023-01-02,North,Widget C,Enterprise,Retail,4,464.57,1858.28,0
ORD-004646,2024-03-06,East,Gadget X,Enterprise,Online,3,30.27,90.82,5
ORD-004647,2025-04-15,South,Widget B,SMB,Retail,3,375.92,1127.75,0
ORD-004648,2024-05-12,East,Service Plan,SMB,Partners,4,306.19,1224.77,10
ORD-004649,2024-12-09,East,Service Plan,SMB,Retail,2,441.52,883.04,0
ORD-004650,2024-08-31,East,Widget A,Enterprise,Partners,4,112.74,450.94,5
ORD-004651,2023-07-01,East,Gadget X,SMB,Online,2,434.08,868.17,10
ORD-004652,2024-11-27,South,Widget C,SMB,Online,4,190.2,760.79,0
ORD-004653,2025-02-28,North,Gadget X,SMB,Retail,3,183.3,549.9,5
ORD-004654,2023-05-02,North,Service Plan,Enterprise,Online,4,260.92,1043.7,5
ORD-004655,2024-09-27,North,Gadget X,Enterprise,Online,3,117.79,353.38,0
ORD-004656,2023-12-10,North,Widget C,Enterprise,Online,2,386.08,772.16,0
ORD-004657,2023-05-15,South,Widget B,SMB,Partners,4,164.0,655.99,0
ORD-004658,2024-07-30,South,Widget B,Enterprise,Partners,3,249.73,749.19,0
ORD-004659,2024-08-19,North,Widget A,Enterprise,Retail,6,468.42,2810.53,10
ORD-004660,2025-04-09,South,Widget B,SMB,Retail,5,75.32,376.61,0
ORD-004661,2024-09-03,East,Widget C,Enterprise,Online,3,85.94,257.82,0
ORD-004662,2023-04-01,North,Service Plan,Consumer,Retail,4,377.98,1511.93,0
ORD-004663,2024-04-10,,Widget A,SMB,Online,7,269.29,1885.02,15
ORD-004664,2023-09-18,South,Widget C,Enterprise,Online,2,201.57,403.15,5
ORD-004665,2023-09-06,West,Widget B,SMB,Retail,1,405.84,405.84,10
ORD-004666,2023-12-16,North,Gadget Y,Enterprise,Online,3,294.31,882.94,5
ORD-004667,2023-10-22,East,Widget C,Enterprise,Online,5,126.13,630.65,10
ORD-004668,2023-04-17,West,Service Plan,Enterprise,Partners,5,356.04,1780.2,0
ORD-004669,2023-02-22,South,Gadget X,Consumer,Retail,3,303.07,909.22,0
ORD-004670,2023-11-20,North,Widget C,Enterprise,Retail,3,42.04,126.13,0
ORD-004671,2023-05-08,East,Widget A,SMB,Partners,4,123.1,492.41,0
ORD-004672,2025-06-11,West,Gadget X,SMB,Partners,1,441.95,441.95,5
ORD-004673,2023-09-20,North,Widget C,Consumer,Partners,4,451.14,1804.55,10
ORD-004674,2024-12-07,East,Widget A,Enterprise,Retail,2,408.97,817.94,10
ORD-004675,2024-09-03,South,Widget A,Enterprise,Online,1,101.51,101.51,5
ORD-004676,2024-05-22,South,Widget B,Enterprise,Online,3,462.03,1386.08,10
ORD-004677,2023-09-27,South,Widget A,SMB,Partners,1,393.79,393.79,0
ORD-004678,2024-07-05,East,Widget C,Consumer,Online,3,261.76,785.28,10
ORD-004679,2025-01-13,South,Widget A,Enterprise,Online,4,475.93,1903.72,5
ORD-004680,2024-02-16,West,Widget A,Consumer,Partners,4,47.98,191.93,0
ORD-004681,2023-05-30,West,Widget C,SMB,Online,4,474.42,1897.67,5
ORD-004682,2024-04-27,East,Service Plan,Consumer,Retail,6,223.95,1343.71,5
ORD-004683,2023-02-04,North,Widget A,Enterprise,Online,2,452.04,904.09,0
ORD-004684,2024-09-18,West,Gadget X,Enterprise,Retail,1,40.24,40.24,5
ORD-004685,2025-04-07,West,Widget A,Enterprise,Online,2,365.27,730.54,0
ORD-004686,2023-01-24,North,Widget A,Consumer,Online,2,92.6,185.2,5
ORD-004687,2023-01-26,West,Gadget X,Consumer,Retail,5,107.91,539.57,10
ORD-004688,2025-04-14,West,Widget A,Consumer,Online,6,139.36,836.16,5
ORD-004689,2024-06-09,South,Widget B,Enterprise,Online,1,36.52,36.52,5
ORD-004690,2023-09-26,East,Gadget Y,SMB,Retail,2,432.08,864.16,5
ORD-004691,2024-10-07,East,Widget A,SMB,Partners,2,498.53,997.07,5
ORD-004692,2025-04-14,North,Widget A,Enterprise,Online,2,162.35,324.69,0
ORD-004693,2024-06-23,West,Widget A,Consumer,Online,5,431.58,2157.9,5
ORD-004694,2024-08-26,East,Widget C,SMB,Online,1,418.84,418.84,5
ORD-004695,2023-12-06,East,Gadget X,Consumer,Online,3,326.79,980.36,5
ORD-004696,2025-03-30,South,Widget B,SMB,Retail,4,97.87,391.48,5
ORD-004697,2025-02-19,East,Widget A,SMB,Retail,8,162.52,1300.13,10
ORD-004698,2025-04-06,West,Widget C,SMB,Online,3,281.45,844.34,0
ORD-004699,2025-04-12,East,Widget B,SMB,Partners,4,128.74,514.95,0
ORD-004700,2023-07-11,North,Widget A,Consumer,Retail,4,488.28,1953.1,0
ORD-004701,2024-02-29,West,Service Plan,SMB,Partners,3,468.81,1406.43,10
ORD-004702,2023-08-21,East,Widget B,SMB,Retail,2,417.16,834.33,5
ORD-004703,2024-06-16,West,Widget C,SMB,Partners,6,440.62,2643.74,5
ORD-004704,2025-05-02,West,Widget C,SMB,Online,3,348.46,1045.39,5
ORD-004705,2024-03-13,North,Widget C,Enterprise,Online,4,81.36,325.42,15
ORD-004706,2024-08-16,South,Widget B,Enterprise,Online,2,471.04,942.08,0
ORD-004707,2025-03-12,West,Widget B,Consumer,Online,3,436.9,1310.7,5
ORD-004708,2024-05-09,East,Widget C,SMB,Partners,2,263.05,526.09,10
ORD-004709,2024-03-18,North,Gadget X,Enterprise,Partners,5,410.52,2052.62,0
ORD-004710,2024-10-10,,Widget A,Enterprise,Online,2,401.77,803.54,10
ORD-004711,2025-05-11,South,Gadget X,Consumer,Online,2,125.53,251.06,5
ORD-004712,2024-11-17,West,Widget B,Enterprise,Retail,4,499.03,1996.12,0
ORD-004713,2023-03-22,South,Widget A,Enterprise,Online,2,473.77,947.53,0
ORD-004714,2024-04-08,South,Widget A,Consumer,Partners,2,225.53,451.06,0
ORD-004715,2024-11-23,North,Gadget Y,Enterprise,Online,5,448.32,2241.62,5
ORD-004716,2025-05-27,North,Widget B,Enterprise,Online,8,351.17,2809.32,0
ORD-004717,2024-08-28,North,Widget A,Enterprise,Partners,2,187.15,374.3,0
ORD-004718,2024-09-13,,Widget B,Enterprise,Online,4,174.99,699.96,0
ORD-004719,2023-05-17,North,Widget A,Enterprise,Online,2,17.9,35.8,0
ORD-004720,2023-02-12,South,Service Plan,SMB,Online,4,181.41,725.63,15
ORD-004721,2024-01-22,South,Gadget Y,Enterprise,Retail,3,52.52,157.56,0
ORD-004722,2024-11-20,East,Gadget Y,Enterprise,Retail,5,186.74,933.68,0
ORD-004723,2025-04-12,West,Widget B,Consumer,Partners,3,133.89,401.66,5
ORD-004724,2024-04-17,East,Service Plan,SMB,Online,3,129.55,388.66,0
ORD-004725,2023-07-16,West,Widget B,SMB,Retail,2,315.88,631.76,0
ORD-004726,2024-02-14,North,Widget C,SMB,Online,2,207.55,415.1,10
ORD-004727,2024-12-13,South,Widget A,Enterprise,Retail,1,430.98,430.98,0
ORD-004728,2025-05-07,South,Gadget X,Consumer,Retail,2,477.96,955.93,0
ORD-004729,2023-01-15,East,Service Plan,Enterprise,Partners,2,117.0,234.0,0
ORD-004730,2024-03-03,North,Widget B,SMB,Online,3,115.75,347.25,15
ORD-004731,2024-08-27,West,Widget B,SMB,Online,1,242.31,242.31,5
ORD-004732,2025-05-24,East,Gadget X,SMB,Partners,3,67.44,202.33,0
ORD-004733,2023-01-29,East,Widget A,Consumer,Online,1,487.26,487.26,5
ORD-004734,2023-03-24,South,Widget C,Consumer,Partners,3,19.28,57.83,10
ORD-004735,2024-09-26,South,Widget B,SMB,Retail,2,393.3,786.6,5
ORD-004736,2024-03-06,East,Widget C,Enterprise,Retail,2,234.4,468.81,0
ORD-004737,2025-01-22,North,Widget A,Enterprise,Online,1,205.56,205.56,5
ORD-004738,2023-10-17,West,Gadget X,Enterprise,Partners,2,32.17,64.33,0
ORD-004739,2023-06-27,North,Widget B,Enterprise,Retail,1,365.59,365.59,0
ORD-004740,2023-11-26,West,Service Plan,Enterprise,Online,2,462.71,925.41,0
ORD-004741,2024-04-01,East,Widget A,SMB,Online,2,129.98,259.95,0
ORD-004742,2024-04-15,East,Widget B,Enterprise,Online,2,31.24,62.47,0
ORD-004743,2025-04-03,North,Gadget X,SMB,Partners,4,387.71,1550.82,5
ORD-004744,2023-04-02,North,Widget B,Enterprise,Retail,2,350.08,700.16,5
ORD-004745,2023-11-21,,Widget C,SMB,Partners,2,90.58,181.16,0
ORD-004746,2025-02-01,North,Widget B,SMB,Online,5,103.35,516.75,0
ORD-004747,2025-01-27,South,Widget C,SMB,Online,1,386.97,386.97,5
ORD-004748,2025-06-08,South,Gadget X,Enterprise,Online,2,177.14,354.28,5
ORD-004749,2023-04-06,West,Service Plan,Enterprise,Online,5,143.59,717.97,0
ORD-004750,2024-02-19,West,Widget A,SMB,Retail,6,39.33,235.95,5
ORD-004751,2024-01-18,North,Service Plan,SMB,Online,5,351.11,1755.53,10
ORD-004752,2025-05-15,West,Service Plan,Consumer,Partners,4,394.14,1576.55,0
ORD-004753,2025-04-14,West,Widget A,SMB,Online,6,324.4,1946.43,5
ORD-004754,2023-04-12,North,Widget A,Consumer,Online,4,225.75,903.01,5
ORD-004755,2024-03-26,South,Widget B,Consumer,Retail,4,312.35,1249.41,0
ORD-004756,2025-03-17,West,Widget C,Enterprise,Online,4,99.12,396.48,15
ORD-004757,2025-05-12,West,Widget B,SMB,Retail,2,126.18,252.36,10
ORD-004758,2025-03-21,East,Gadget X,Enterprise,Partners,4,129.48,517.91,5
ORD-004759,2023-06-16,West,Gadget X,Enterprise,Online,1,352.55,352.55,5
ORD-004760,2024-09-26,North,Widget C,SMB,Online,2,162.15,324.3,10
ORD-004761,2024-04-07,North,Widget A,Consumer,Partners,4,417.91,1671.64,0
ORD-004762,2024-12-28,North,Widget C,Consumer,Online,2,63.6,127.2,15
ORD-004763,2024-05-05,East,Widget A,Enterprise,Retail,2,8.2,16.39,0
ORD-004764,2025-04-25,North,Widget C,Enterprise,Partners,2,221.85,443.69,5
ORD-004765,2023-07-26,East,Widget A,Enterprise,Retail,2,454.86,909.71,15
ORD-004766,2023-07-22,East,Widget A,Consumer,Online,1,45.16,45.16,0
ORD-004767,2025-04-05,East,Gadget X,Enterprise,Online,2,56.88,113.77,0
ORD-004768,2023-05-17,North,Widget A,Consumer,Online,5,360.07,1800.33,5
ORD-004769,2024-03-20,South,Gadget Y,SMB,Online,5,410.4,2051.98,10
ORD-004770,2024-08-02,East,Widget A,Consumer,Online,4,147.72,590.88,15
ORD-004771,2023-11-25,South,Gadget X,Enterprise,Retail,3,191.94,575.83,5
ORD-004772,2024-09-22,East,Widget C,Enterprise,Online,1,462.81,462.81,0
ORD-004773,2023-10-28,South,Service Plan,SMB,Online,2,25.43,50.86,10
ORD-004774,2024-03-20,South,Service Plan,Enterprise,Online,3,472.74,1418.21,0
ORD-004775,2023-01-31,East,Gadget X,Enterprise,Retail,2,158.48,316.96,0
ORD-004776,2024-10-27,South,Widget A,Enterprise,Online,1,322.87,322.87,0
ORD-004777,2023-11-05,West,Widget A,SMB,Online,3,354.56,1063.69,0
ORD-004778,2024-01-06,South,Gadget X,SMB,Partners,5,5.94,29.72,0
ORD-004779,2023-02-17,South,Widget A,SMB,Partners,3,281.3,843.89,5
ORD-004780,2024-08-20,East,Widget A,Consumer,Online,2,347.06,694.11,10
ORD-004781,2023-11-28,East,Gadget Y,SMB,Partners,3,10.6,31.8,0
ORD-004782,2023-01-11,East,Widget B,Consumer,Online,4,292.19,1168.78,10
ORD-004783,2025-05-20,East,Gadget X,SMB,Online,1,75.64,75.64,5
ORD-004784,2024-06-14,East,Gadget X,Enterprise,Retail,3,65.93,197.78,0
ORD-004785,2023-11-05,North,Widget A,Consumer,Partners,4,464.24,1856.96,0
ORD-004786,2024-05-29,North,Gadget Y,Consumer,Partners,3,221.69,665.06,5
ORD-004787,2025-03-30,North,Widget A,Consumer,Retail,3,161.67,485.02,0
ORD-004788,2023-12-04,South,Service Plan,SMB,Online,3,123.69,371.06,5
ORD-004789,2024-08-02,North,Widget A,Enterprise,Partners,2,93.48,186.97,10
ORD-004790,2024-05-04,North,Gadget X,SMB,Online,2,31.82,63.65,10
ORD-004791,2023-04-28,South,Widget B,SMB,Online,2,353.22,706.44,5
ORD-004792,2023-05-08,West,Service Plan,Consumer,Retail,1,22.59,22.59,5
ORD-004793,2025-06-18,South,Widget A,SMB,Online,6,139.1,834.59,5
ORD-004794,2023-11-04,South,Widget A,Enterprise,Online,3,240.93,722.78,0
ORD-004795,2025-03-08,East,Widget B,Enterprise,Online,2,147.1,294.19,10
ORD-004796,2024-04-24,South,Widget C,Consumer,Partners,2,129.83,259.67,5
ORD-004797,2024-12-09,East,Widget A,Enterprise,Online,4,55.54,222.17,5
ORD-004798,2024-08-03,West,Gadget X,SMB,Partners,4,473.93,1895.71,5
ORD-004799,2024-08-08,North,Widget B,SMB,Retail,4,152.5,610.01,5
ORD-004800,2025-06-14,West,Widget B,Enterprise,Partners,3,44.33,,10
ORD-004801,2023-12-04,North,Gadget X,Consumer,Retail,4,205.21,820.83,0
ORD-004802,2025-01-17,South,Widget B,SMB,Retail,4,233.0,931.99,0
ORD-004803,2024-05-04,North,Widget A,Enterprise,Retail,2,378.57,757.14,5
ORD-004804,2024-03-10,West,Gadget Y,Enterprise,Retail,1,278.38,278.38,10
ORD-004805,2024-08-13,West,Gadget Y,SMB,Retail,2,349.37,698.74,0
ORD-004806,2023-09-29,West,Widget B,SMB,Online,5,135.96,679.8,10
ORD-004807,2023-02-09,South,Widget C,Enterprise,Online,4,450.75,1802.99,0
ORD-004808,2025-03-05,East,Gadget X,Consumer,Retail,4,325.12,1300.46,10
ORD-004809,2024-10-14,East,Gadget Y,SMB,Retail,1,429.89,429.89,0
ORD-004810,2024-10-14,South,Gadget X,Consumer,Online,2,298.76,597.52,10
ORD-004811,2023-08-14,North,Gadget X,SMB,Online,2,91.21,182.42,10
ORD-004812,2023-07-11,West,Widget A,Enterprise,Partners,1,322.11,322.11,0
ORD-004813,2024-05-24,South,Widget B,SMB,Online,2,200.95,401.9,0
ORD-004814,2025-02-21,South,Gadget X,SMB,Online,3,89.75,269.25,0
ORD-004815,2024-06-10,South,Widget A,SMB,Retail,4,350.45,1401.8,0
ORD-004816,2024-11-20,West,Widget C,Enterprise,Online,5,154.56,772.82,5
ORD-004817,2023-01-09,East,Widget B,SMB,Online,3,351.96,1055.88,0
ORD-004818,2025-04-26,East,Widget B,Consumer,Retail,2,181.35,362.71,5
ORD-004819,2025-05-04,East,Widget B,Consumer,Partners,4,194.71,778.83,0
ORD-004820,2025-03-22,North,Widget C,SMB,Retail,6,444.95,2669.71,10
ORD-004821,2025-02-15,North,Widget A,SMB,Retail,2,456.42,912.83,5
ORD-004822,2025-01-06,West,Widget A,Enterprise,Online,2,441.83,883.67,0
ORD-004823,2023-04-20,South,Widget A,SMB,Online,2,285.27,570.54,0
ORD-004824,2023-07-08,North,Widget A,SMB,Online,2,291.73,583.46,0
ORD-004825,2023-11-27,South,Widget A,Consumer,Online,1,290.1,290.1,0
ORD-004826,2023-06-27,West,Widget B,Enterprise,Retail,2,402.68,805.37,15
ORD-004827,2023-06-06,North,Widget A,Enterprise,Retail,2,366.81,733.63,0
ORD-004828,2023-02-13,North,Widget B,Consumer,Online,3,391.36,1174.09,10
ORD-004829,2024-07-13,North,Gadget X,Consumer,Retail,1,162.44,162.44,5
ORD-004830,2024-10-31,East,Gadget X,Consumer,Partners,1,282.09,282.09,0
ORD-004831,2023-12-10,South,Widget C,SMB,Partners,4,331.15,1324.61,0
ORD-004832,2025-02-21,West,Service Plan,Enterprise,Online,4,486.93,1947.71,0
ORD-004833,2023-06-20,South,Widget B,SMB,Partners,2,162.36,324.73,0
ORD-004834,2025-02-21,East,Gadget Y,Consumer,Online,4,281.91,1127.65,5
ORD-004835,2025-05-16,South,Widget A,Enterprise,Online,1,16.05,16.05,0
ORD-004836,2023-01-31,South,Gadget X,Enterprise,Retail,2,221.68,443.35,0
ORD-004837,2025-02-08,West,Gadget X,Enterprise,Online,2,440.64,881.28,0
ORD-004838,2024-06-19,West,Widget C,Enterprise,Partners,1,80.02,80.02,0
ORD-004839,2024-05-13,West,Widget B,Enterprise,Partners,1,199.99,199.99,0
ORD-004840,2025-03-24,West,Widget A,SMB,Online,4,365.58,1462.32,0
ORD-004841,2025-03-27,North,Widget A,Consumer,Partners,3,301.97,,0
ORD-004842,2024-04-06,North,Widget A,Enterprise,Online,4,33.77,135.08,5
ORD-004843,2025-04-27,East,Gadget Y,Enterprise,Retail,1,113.91,113.91,0
ORD-004844,2023-05-21,East,Widget C,Consumer,Retail,2,282.71,565.41,10
ORD-004845,2024-05-30,South,Gadget X,Enterprise,Partners,4,269.16,1076.62,5
ORD-004846,2023-11-11,South,Gadget Y,Enterprise,Online,2,201.52,403.05,0
ORD-004847,2025-05-28,East,Widget A,Consumer,Online,1,275.36,275.36,0
ORD-004848,2023-01-13,East,Widget C,SMB,Online,4,217.09,868.36,0
ORD-004849,2023-02-13,North,Widget B,Enterprise,Online,4,272.11,1088.43,0
ORD-004850,2025-04-30,East,Widget C,SMB,Partners,4,452.51,1810.04,10
ORD-004851,2024-07-28,North,Widget A,SMB,Online,3,138.74,416.23,5
ORD-004852,2023-08-05,West,Widget B,Consumer,Retail,1,433.46,433.46,5
ORD-004853,2023-05-17,West,Widget C,Consumer,Online,2,498.05,996.11,5
ORD-004854,2024-08-02,East,Widget B,Consumer,Partners,3,235.36,706.08,0
ORD-004855,2024-06-04,East,Widget A,Enterprise,Partners,5,211.73,1058.64,0
ORD-004856,2023-09-14,East,Gadget X,SMB,Retail,1,423.3,423.3,15
ORD-004857,2025-05-22,East,Widget B,Enterprise,Retail,2,43.23,86.47,0
ORD-004858,2025-05-17,South,Gadget X,Enterprise,Online,3,450.85,1352.54,5
ORD-004859,2023-08-02,North,Widget B,SMB,Online,4,380.06,1520.23,20
ORD-004860,2025-02-23,East,Widget A,Enterprise,Online,1,358.98,358.98,0
ORD-004861,2024-06-29,East,Service Plan,Enterprise,Online,7,451.28,3158.93,0
ORD-004862,2024-10-31,South,Widget B,Consumer,Retail,5,326.56,1632.81,5
ORD-004863,2024-09-04,East,Widget A,Enterprise,Online,7,221.82,1552.74,0
ORD-004864,2023-01-09,West,Service Plan,SMB,Online,2,350.42,700.84,0
ORD-004865,2024-03-14,South,Gadget X,Consumer,Online,3,360.45,1081.36,5
ORD-004866,2023-06-07,East,Widget A,SMB,Online,3,301.72,905.15,5
ORD-004867,2023-06-03,East,Gadget X,Enterprise,Retail,4,487.54,1950.18,15
ORD-004868,2025-06-02,East,Widget A,SMB,Retail,4,32.0,128.01,5
ORD-004869,2023-03-05,West,Widget A,Consumer,Online,2,245.73,491.46,0
ORD-004870,2023-03-04,East,Widget A,Consumer,Retail,3,190.36,571.08,0
ORD-004871,2024-11-15,East,Widget A,SMB,Online,5,168.21,841.03,0
ORD-004872,2023-04-08,West,Widget A,Enterprise,Online,4,26.57,106.3,0
ORD-004873,2023-04-27,West,Gadget X,Enterprise,Online,1,77.8,77.8,5
ORD-004874,2024-12-10,East,Widget B,Enterprise,Online,3,386.31,1158.92,10
ORD-004875,2023-10-29,West,Widget A,SMB,Retail,1,176.81,176.81,0
ORD-004876,2025-02-21,South,Service Plan,Enterprise,Online,6,102.6,615.6,5
ORD-004877,2025-02-07,East,Widget A,SMB,Online,2,316.68,633.36,0
